Regions Code,Regions Label,Sex (2 categories) Code,Sex (2 categories) Label,Age (91 categories) Code,Age (91 categories) Label,Count
E12000008,South East,1,Female,46,Aged 46 years,60889
E12000008,South East,1,Female,47,Aged 47 years,61840
E12000008,South East,1,Female,48,Aged 48 years,64148
E12000008,South East,1,Female,49,Aged 49 years,66113
E12000008,South East,1,Female,50,Aged 50 years,67375
E12000008,South East,1,Female,51,Aged 51 years,64977
E12000008,South East,1,Female,52,Aged 52 years,67088
E12000008,South East,1,Female,53,Aged 53 years,67273
E12000008,South East,1,Female,54,Aged 54 years,67756
E12000008,South East,1,Female,55,Aged 55 years,67109
E12000008,South East,1,Female,56,Aged 56 years,67273
E12000008,South East,1,Female,57,Aged 57 years,65770
E12000008,South East,1,Female,58,Aged 58 years,63811
E12000008,South East,1,Female,59,Aged 59 years,61251
E12000008,South East,1,Female,60,Aged 60 years,59078
E12000008,South East,1,Female,61,Aged 61 years,56216
E12000008,South East,1,Female,62,Aged 62 years,55678
E12000008,South East,1,Female,63,Aged 63 years,53252
E12000008,South East,1,Female,64,Aged 64 years,50972
E12000008,South East,1,Female,65,Aged 65 years,48871
E12000008,South East,1,Female,66,Aged 66 years,48625
E12000008,South East,1,Female,67,Aged 67 years,47917
E12000008,South East,1,Female,68,Aged 68 years,46833
E12000008,South East,1,Female,69,Aged 69 years,46787
E12000008,South East,1,Female,70,Aged 70 years,46630
E12000008,South East,1,Female,71,Aged 71 years,48258
E12000008,South East,1,Female,72,Aged 72 years,49756
E12000008,South East,1,Female,73,Aged 73 years,54410
E12000008,South East,1,Female,74,Aged 74 years,55066
E12000008,South East,1,Female,75,Aged 75 years,41257
E12000008,South East,1,Female,76,Aged 76 years,43197
E12000008,South East,1,Female,77,Aged 77 years,39731
E12000008,South East,1,Female,78,Aged 78 years,36985
E12000008,South East,1,Female,79,Aged 79 years,31050
E12000008,South East,1,Female,80,Aged 80 years,29111
E12000008,South East,1,Female,81,Aged 81 years,30267
E12000008,South East,1,Female,82,Aged 82 years,28710
E12000008,South East,1,Female,83,Aged 83 years,26847
E12000008,South East,1,Female,84,Aged 84 years,24655
E12000008,South East,1,Female,85,Aged 85 years,22575
E12000008,South East,1,Female,86,Aged 86 years,20709
E12000008,South East,1,Female,87,Aged 87 years,18446
E12000008,South East,1,Female,88,Aged 88 years,17039
E12000008,South East,1,Female,89,Aged 89 years,15201
E12000008,South East,1,Female,90,Aged 90 years and over,64743
E12000008,South East,2,Male,0,Aged under 1 year,47141
E12000008,South East,2,Male,1,Aged 1 year,49414
E12000008,South East,2,Male,2,Aged 2 years,51439
E12000008,South East,2,Male,3,Aged 3 years,52290
E12000008,South East,2,Male,4,Aged 4 years,53843
E12000008,South East,2,Male,5,Aged 5 years,55176
E12000008,South East,2,Male,6,Aged 6 years,54683
E12000008,South East,2,Male,7,Aged 7 years,55678
E12000008,South East,2,Male,8,Aged 8 years,58412
E12000008,South East,2,Male,9,Aged 9 years,59405
E12000008,South East,2,Male,10,Aged 10 years,59541
E12000008,South East,2,Male,11,Aged 11 years,58603
E12000008,South East,2,Male,12,Aged 12 years,58695
E12000008,South East,2,Male,13,Aged 13 years,58331
E12000008,South East,2,Male,14,Aged 14 years,56825
E12000008,South East,2,Male,15,Aged 15 years,55094
E12000008,South East,2,Male,16,Aged 16 years,55183
E12000008,South East,2,Male,17,Aged 17 years,55539
E12000008,South East,2,Male,18,Aged 18 years,53152
E12000008,South East,2,Male,19,Aged 19 years,51524
E12000008,South East,2,Male,20,Aged 20 years,50415
E12000008,South East,2,Male,21,Aged 21 years,52157
E12000008,South East,2,Male,22,Aged 22 years,53700
E12000008,South East,2,Male,23,Aged 23 years,53289
E12000008,South East,2,Male,24,Aged 24 years,52708
E12000008,South East,2,Male,25,Aged 25 years,52562
E12000008,South East,2,Male,26,Aged 26 years,53257
E12000008,South East,2,Male,27,Aged 27 years,53241
E12000008,South East,2,Male,28,Aged 28 years,54198
E12000008,South East,2,Male,29,Aged 29 years,55760
E12000008,South East,2,Male,30,Aged 30 years,57528
E12000008,South East,2,Male,31,Aged 31 years,57436
E12000008,South East,2,Male,32,Aged 32 years,58218
E12000008,South East,2,Male,33,Aged 33 years,59600
E12000008,South East,2,Male,34,Aged 34 years,57968
E12000008,South East,2,Male,35,Aged 35 years,58667
E12000008,South East,2,Male,36,Aged 36 years,58488
E12000008,South East,2,Male,37,Aged 37 years,58241
E12000008,South East,2,Male,38,Aged 38 years,58999
E12000008,South East,2,Male,39,Aged 39 years,59432
E12000008,South East,2,Male,40,Aged 40 years,61547
E12000008,South East,2,Male,41,Aged 41 years,61555
E12000008,South East,2,Male,42,Aged 42 years,58885
E12000008,South East,2,Male,43,Aged 43 years,56429
E12000008,South East,2,Male,44,Aged 44 years,56494
E12000008,South East,2,Male,45,Aged 45 years,57097
E12000008,South East,2,Male,46,Aged 46 years,59068
E12000008,South East,2,Male,47,Aged 47 years,59954
E12000008,South East,2,Male,48,Aged 48 years,62473
E12000008,South East,2,Male,49,Aged 49 years,63852
E12000008,South East,2,Male,50,Aged 50 years,64700
E12000008,South East,2,Male,51,Aged 51 years,63451
E12000008,South East,2,Male,52,Aged 52 years,64340
E12000008,South East,2,Male,53,Aged 53 years,64409
E12000008,South East,2,Male,54,Aged 54 years,65732
E12000008,South East,2,Male,55,Aged 55 years,65243
E12000008,South East,2,Male,56,Aged 56 years,65398
E12000008,South East,2,Male,57,Aged 57 years,63752
E12000008,South East,2,Male,58,Aged 58 years,61834
E12000008,South East,2,Male,59,Aged 59 years,59653
E12000008,South East,2,Male,60,Aged 60 years,57796
E12000008,South East,2,Male,61,Aged 61 years,54811
E12000008,South East,2,Male,62,Aged 62 years,53717
E12000008,South East,2,Male,63,Aged 63 years,51703
E12000008,South East,2,Male,64,Aged 64 years,48932
E12000008,South East,2,Male,65,Aged 65 years,47013
E12000008,South East,2,Male,66,Aged 66 years,45574
E12000008,South East,2,Male,67,Aged 67 years,44835
E12000008,South East,2,Male,68,Aged 68 years,43456
E12000008,South East,2,Male,69,Aged 69 years,42361
E12000008,South East,2,Male,70,Aged 70 years,42086
E12000008,South East,2,Male,71,Aged 71 years,43018
E12000008,South East,2,Male,72,Aged 72 years,44306
E12000008,South East,2,Male,73,Aged 73 years,49171
E12000008,South East,2,Male,74,Aged 74 years,48849
E12000008,South East,2,Male,75,Aged 75 years,36430
E12000008,South East,2,Male,76,Aged 76 years,37877
E12000008,South East,2,Male,77,Aged 77 years,34243
E12000008,South East,2,Male,78,Aged 78 years,31032
E12000008,South East,2,Male,79,Aged 79 years,25885
E12000008,South East,2,Male,80,Aged 80 years,24058
E12000008,South East,2,Male,81,Aged 81 years,24192
E12000008,South East,2,Male,82,Aged 82 years,22260
E12000008,South East,2,Male,83,Aged 83 years,20554
E12000008,South East,2,Male,84,Aged 84 years,18719
E12000008,South East,2,Male,85,Aged 85 years,16643
E12000008,South East,2,Male,86,Aged 86 years,14543
E12000008,South East,2,Male,87,Aged 87 years,12508
E12000008,South East,2,Male,88,Aged 88 years,10819
E12000008,South East,2,Male,89,Aged 89 years,9464
E12000008,South East,2,Male,90,Aged 90 years and over,30687
E12000009,South West,1,Female,0,Aged under 1 year,24953
E12000009,South West,1,Female,1,Aged 1 year,25800
E12000009,South West,1,Female,2,Aged 2 years,26890
E12000009,South West,1,Female,3,Aged 3 years,27557
E12000009,South West,1,Female,4,Aged 4 years,28374
E12000009,South West,1,Female,5,Aged 5 years,29494
E12000009,South West,1,Female,6,Aged 6 years,29629
E12000009,South West,1,Female,7,Aged 7 years,29792
E12000009,South West,1,Female,8,Aged 8 years,31018
E12000009,South West,1,Female,9,Aged 9 years,31702
E12000009,South West,1,Female,10,Aged 10 years,31696
E12000009,South West,1,Female,11,Aged 11 years,31545
E12000009,South West,1,Female,12,Aged 12 years,31228
E12000009,South West,1,Female,13,Aged 13 years,31159
E12000009,South West,1,Female,14,Aged 14 years,30750
E12000009,South West,1,Female,15,Aged 15 years,29409
E12000009,South West,1,Female,16,Aged 16 years,29805
E12000009,South West,1,Female,17,Aged 17 years,29798
E12000009,South West,1,Female,18,Aged 18 years,30999
E12000009,South West,1,Female,19,Aged 19 years,32882
E12000009,South West,1,Female,20,Aged 20 years,32865
E12000009,South West,1,Female,21,Aged 21 years,32901
E12000009,South West,1,Female,22,Aged 22 years,32935
E12000009,South West,1,Female,23,Aged 23 years,32148
E12000009,South West,1,Female,24,Aged 24 years,31880
E12000009,South West,1,Female,25,Aged 25 years,31482
E12000009,South West,1,Female,26,Aged 26 years,32866
E12000009,South West,1,Female,27,Aged 27 years,33469
E12000009,South West,1,Female,28,Aged 28 years,33986
E12000009,South West,1,Female,29,Aged 29 years,34989
E12000009,South West,1,Female,30,Aged 30 years,36228
E12000009,South West,1,Female,31,Aged 31 years,36504
E12000009,South West,1,Female,32,Aged 32 years,36551
E12000009,South West,1,Female,33,Aged 33 years,37084
E12000009,South West,1,Female,34,Aged 34 years,35900
E12000009,South West,1,Female,35,Aged 35 years,35327
E12000009,South West,1,Female,36,Aged 36 years,35471
E12000009,South West,1,Female,37,Aged 37 years,34968
E12000009,South West,1,Female,38,Aged 38 years,34507
E12000009,South West,1,Female,39,Aged 39 years,34907
E12000009,South West,1,Female,40,Aged 40 years,35877
E12000009,South West,1,Female,41,Aged 41 years,35169
E12000009,South West,1,Female,42,Aged 42 years,33471
E12000009,South West,1,Female,43,Aged 43 years,31565
E12000009,South West,1,Female,44,Aged 44 years,31641
E12000009,South West,1,Female,45,Aged 45 years,32640
E12000009,South West,1,Female,46,Aged 46 years,34149
E12000009,South West,1,Female,47,Aged 47 years,35228
E12000009,South West,1,Female,48,Aged 48 years,37101
E12000009,South West,1,Female,49,Aged 49 years,39270
E12000009,South West,1,Female,50,Aged 50 years,39932
E12000009,South West,1,Female,51,Aged 51 years,39816
E12000009,South West,1,Female,52,Aged 52 years,40504
E12000009,South West,1,Female,53,Aged 53 years,40893
E12000009,South West,1,Female,54,Aged 54 years,41896
E12000009,South West,1,Female,55,Aged 55 years,42514
E12000009,South West,1,Female,56,Aged 56 years,42419
E12000009,South West,1,Female,57,Aged 57 years,41854
E12000009,South West,1,Female,58,Aged 58 years,41203
E12000009,South West,1,Female,59,Aged 59 years,39832
E12000009,South West,1,Female,60,Aged 60 years,38899
E12000009,South West,1,Female,61,Aged 61 years,37463
E12000009,South West,1,Female,62,Aged 62 years,37167
E12000009,South West,1,Female,63,Aged 63 years,36479
E12000009,South West,1,Female,64,Aged 64 years,35024
E12000009,South West,1,Female,65,Aged 65 years,33495
E12000009,South West,1,Female,66,Aged 66 years,33591
E12000009,South West,1,Female,67,Aged 67 years,34417
E12000009,South West,1,Female,68,Aged 68 years,33208
E12000009,South West,1,Female,69,Aged 69 years,33202
E12000009,South West,1,Female,70,Aged 70 years,32884
E12000009,South West,1,Female,71,Aged 71 years,34435
E12000009,South West,1,Female,72,Aged 72 years,35093
E12000009,South West,1,Female,73,Aged 73 years,38379
E12000009,South West,1,Female,74,Aged 74 years,37924
E12000009,South West,1,Female,75,Aged 75 years,29094
E12000009,South West,1,Female,76,Aged 76 years,30677
E12000009,South West,1,Female,77,Aged 77 years,28109
E12000009,South West,1,Female,78,Aged 78 years,25809
E12000009,South West,1,Female,79,Aged 79 years,22176
E12000009,South West,1,Female,80,Aged 80 years,20409
E12000009,South West,1,Female,81,Aged 81 years,20761
E12000009,South West,1,Female,82,Aged 82 years,19573
E12000009,South West,1,Female,83,Aged 83 years,18261
E12000009,South West,1,Female,84,Aged 84 years,17056
E12000009,South West,1,Female,85,Aged 85 years,15403
E12000009,South West,1,Female,86,Aged 86 years,14268
E12000009,South West,1,Female,87,Aged 87 years,12613
E12000009,South West,1,Female,88,Aged 88 years,11723
E12000009,South West,1,Female,89,Aged 89 years,10549
E12000009,South West,1,Female,90,Aged 90 years and over,44990
E12000009,South West,2,Male,0,Aged under 1 year,26045
E12000009,South West,2,Male,1,Aged 1 year,27474
E12000009,South West,2,Male,2,Aged 2 years,28530
E12000009,South West,2,Male,3,Aged 3 years,29059
E12000009,South West,2,Male,4,Aged 4 years,29764
E12000009,South West,2,Male,5,Aged 5 years,31095
E12000009,South West,2,Male,6,Aged 6 years,30514
E12000009,South West,2,Male,7,Aged 7 years,31322
E12000009,South West,2,Male,8,Aged 8 years,32900
E12000009,South West,2,Male,9,Aged 9 years,33607
E12000009,South West,2,Male,10,Aged 10 years,33327
E12000009,South West,2,Male,11,Aged 11 years,32835
E12000009,South West,2,Male,12,Aged 12 years,32450
E12000009,South West,2,Male,13,Aged 13 years,32839
E12000009,South West,2,Male,14,Aged 14 years,31797
E12000009,South West,2,Male,15,Aged 15 years,30793
E12000009,South West,2,Male,16,Aged 16 years,31118
E12000009,South West,2,Male,17,Aged 17 years,31804
E12000009,South West,2,Male,18,Aged 18 years,32503
E12000009,South West,2,Male,19,Aged 19 years,34532
E12000009,South West,2,Male,20,Aged 20 years,34361
E12000009,South West,2,Male,21,Aged 21 years,34450
E12000009,South West,2,Male,22,Aged 22 years,34502
E12000009,South West,2,Male,23,Aged 23 years,33353
E12000009,South West,2,Male,24,Aged 24 years,32805
E12000009,South West,2,Male,25,Aged 25 years,32671
E12000009,South West,2,Male,26,Aged 26 years,32563
E12000009,South West,2,Male,27,Aged 27 years,33012
E12000009,South West,2,Male,28,Aged 28 years,33198
E12000009,South West,2,Male,29,Aged 29 years,33935
E12000009,South West,2,Male,30,Aged 30 years,35080
E12000009,South West,2,Male,31,Aged 31 years,34809
E12000009,South West,2,Male,32,Aged 32 years,34647
E12000009,South West,2,Male,33,Aged 33 years,35070
E12000009,South West,2,Male,34,Aged 34 years,34068
E12000009,South West,2,Male,35,Aged 35 years,34171
E12000009,South West,2,Male,36,Aged 36 years,33644
E12000009,South West,2,Male,37,Aged 37 years,33714
E12000009,South West,2,Male,38,Aged 38 years,33376
E12000009,South West,2,Male,39,Aged 39 years,33958
E12000009,South West,2,Male,40,Aged 40 years,34380
E12000009,South West,2,Male,41,Aged 41 years,34016
E12000009,South West,2,Male,42,Aged 42 years,32473
E12000009,South West,2,Male,43,Aged 43 years,30320
E12000009,South West,2,Male,44,Aged 44 years,30559
E12000009,South West,2,Male,45,Aged 45 years,31188
E12000009,South West,2,Male,46,Aged 46 years,32447
E12000009,South West,2,Male,47,Aged 47 years,34157
E12000009,South West,2,Male,48,Aged 48 years,35798
E12000009,South West,2,Male,49,Aged 49 years,37291
E12000009,South West,2,Male,50,Aged 50 years,38050
E12000009,South West,2,Male,51,Aged 51 years,37946
E12000009,South West,2,Male,52,Aged 52 years,39033
E12000009,South West,2,Male,53,Aged 53 years,39168
E12000009,South West,2,Male,54,Aged 54 years,39978
E12000009,South West,2,Male,55,Aged 55 years,40392
E12000009,South West,2,Male,56,Aged 56 years,40670
E12000009,South West,2,Male,57,Aged 57 years,40267
E12000009,South West,2,Male,58,Aged 58 years,39122
E12000009,South West,2,Male,59,Aged 59 years,38584
E12000009,South West,2,Male,60,Aged 60 years,37599
E12000009,South West,2,Male,61,Aged 61 years,35831
E12000009,South West,2,Male,62,Aged 62 years,35572
E12000009,South West,2,Male,63,Aged 63 years,34271
E12000009,South West,2,Male,64,Aged 64 years,33299
E12000009,South West,2,Male,65,Aged 65 years,31786
E12000009,South West,2,Male,66,Aged 66 years,31281
E12000009,South West,2,Male,67,Aged 67 years,31673
E12000009,South West,2,Male,68,Aged 68 years,30580
E12000009,South West,2,Male,69,Aged 69 years,30542
E12000009,South West,2,Male,70,Aged 70 years,30506
E12000009,South West,2,Male,71,Aged 71 years,31371
E12000009,South West,2,Male,72,Aged 72 years,32153
E12000009,South West,2,Male,73,Aged 73 years,35044
E12000009,South West,2,Male,74,Aged 74 years,35113
E12000009,South West,2,Male,75,Aged 75 years,26045
E12000009,South West,2,Male,76,Aged 76 years,27747
E12000009,South West,2,Male,77,Aged 77 years,24492
E12000009,South West,2,Male,78,Aged 78 years,23226
E12000009,South West,2,Male,79,Aged 79 years,18940
E12000009,South West,2,Male,80,Aged 80 years,17170
E12000009,South West,2,Male,81,Aged 81 years,17131
E12000009,South West,2,Male,82,Aged 82 years,16004
E12000009,South West,2,Male,83,Aged 83 years,14589
E12000009,South West,2,Male,84,Aged 84 years,13362
E12000009,South West,2,Male,85,Aged 85 years,11608
E12000009,South West,2,Male,86,Aged 86 years,10333
E12000009,South West,2,Male,87,Aged 87 years,8759
E12000009,South West,2,Male,88,Aged 88 years,7705
E12000009,South West,2,Male,89,Aged 89 years,6503
E12000009,South West,2,Male,90,Aged 90 years and over,21873
W92000004,Wales,1,Female,0,Aged under 1 year,13758
W92000004,Wales,1,Female,1,Aged 1 year,14719
W92000004,Wales,1,Female,2,Aged 2 years,15078
W92000004,Wales,1,Female,3,Aged 3 years,15838
W92000004,Wales,1,Female,4,Aged 4 years,16309
W92000004,Wales,1,Female,5,Aged 5 years,16896
W92000004,Wales,1,Female,6,Aged 6 years,16518
W92000004,Wales,1,Female,7,Aged 7 years,16706
W92000004,Wales,1,Female,8,Aged 8 years,17774
W92000004,Wales,1,Female,9,Aged 9 years,18074
W92000004,Wales,1,Female,10,Aged 10 years,17922
W92000004,Wales,1,Female,11,Aged 11 years,18140
W92000004,Wales,1,Female,12,Aged 12 years,17645
W92000004,Wales,1,Female,13,Aged 13 years,18171
W92000004,Wales,1,Female,14,Aged 14 years,17074
W92000004,Wales,1,Female,15,Aged 15 years,16671
W92000004,Wales,1,Female,16,Aged 16 years,16953
W92000004,Wales,1,Female,17,Aged 17 years,16718
W92000004,Wales,1,Female,18,Aged 18 years,16563
W92000004,Wales,1,Female,19,Aged 19 years,18167
W92000004,Wales,1,Female,20,Aged 20 years,17737
W92000004,Wales,1,Female,21,Aged 21 years,18208
W92000004,Wales,1,Female,22,Aged 22 years,18403
W92000004,Wales,1,Female,23,Aged 23 years,18731
W92000004,Wales,1,Female,24,Aged 24 years,18689
W92000004,Wales,1,Female,25,Aged 25 years,17839
W92000004,Wales,1,Female,26,Aged 26 years,18570
W92000004,Wales,1,Female,27,Aged 27 years,18901
W92000004,Wales,1,Female,28,Aged 28 years,19145
W92000004,Wales,1,Female,29,Aged 29 years,20030
W92000004,Wales,1,Female,30,Aged 30 years,20502
W92000004,Wales,1,Female,31,Aged 31 years,19737
W92000004,Wales,1,Female,32,Aged 32 years,20130
W92000004,Wales,1,Female,33,Aged 33 years,20483
W92000004,Wales,1,Female,34,Aged 34 years,19967
W92000004,Wales,1,Female,35,Aged 35 years,19508
W92000004,Wales,1,Female,36,Aged 36 years,19461
W92000004,Wales,1,Female,37,Aged 37 years,18990
W92000004,Wales,1,Female,38,Aged 38 years,18977
W92000004,Wales,1,Female,39,Aged 39 years,18977
W92000004,Wales,1,Female,40,Aged 40 years,19507
W92000004,Wales,1,Female,41,Aged 41 years,18776
W92000004,Wales,1,Female,42,Aged 42 years,17681
W92000004,Wales,1,Female,43,Aged 43 years,16753
W92000004,Wales,1,Female,44,Aged 44 years,16767
W92000004,Wales,1,Female,45,Aged 45 years,17183
W92000004,Wales,1,Female,46,Aged 46 years,17898
W92000004,Wales,1,Female,47,Aged 47 years,18712
W92000004,Wales,1,Female,48,Aged 48 years,20065
W92000004,Wales,1,Female,49,Aged 49 years,21340
W92000004,Wales,1,Female,50,Aged 50 years,21978
W92000004,Wales,1,Female,51,Aged 51 years,21733
W92000004,Wales,1,Female,52,Aged 52 years,22316
W92000004,Wales,1,Female,53,Aged 53 years,22218
W92000004,Wales,1,Female,54,Aged 54 years,22731
W92000004,Wales,1,Female,55,Aged 55 years,22880
W92000004,Wales,1,Female,56,Aged 56 years,23281
W92000004,Wales,1,Female,57,Aged 57 years,23306
W92000004,Wales,1,Female,58,Aged 58 years,22672
W92000004,Wales,1,Female,59,Aged 59 years,21918
W92000004,Wales,1,Female,60,Aged 60 years,21495
W92000004,Wales,1,Female,61,Aged 61 years,20721
W92000004,Wales,1,Female,62,Aged 62 years,20217
W92000004,Wales,1,Female,63,Aged 63 years,20178
W92000004,Wales,1,Female,64,Aged 64 years,19368
W92000004,Wales,1,Female,65,Aged 65 years,18359
W92000004,Wales,1,Female,66,Aged 66 years,18350
W92000004,Wales,1,Female,67,Aged 67 years,18770
W92000004,Wales,1,Female,68,Aged 68 years,18236
W92000004,Wales,1,Female,69,Aged 69 years,17668
W92000004,Wales,1,Female,70,Aged 70 years,18030
W92000004,Wales,1,Female,71,Aged 71 years,17991
W92000004,Wales,1,Female,72,Aged 72 years,18455
W92000004,Wales,1,Female,73,Aged 73 years,19724
W92000004,Wales,1,Female,74,Aged 74 years,19395
W92000004,Wales,1,Female,75,Aged 75 years,14807
W92000004,Wales,1,Female,76,Aged 76 years,15603
W92000004,Wales,1,Female,77,Aged 77 years,13989
W92000004,Wales,1,Female,78,Aged 78 years,13632
W92000004,Wales,1,Female,79,Aged 79 years,11809
W92000004,Wales,1,Female,80,Aged 80 years,11034
W92000004,Wales,1,Female,81,Aged 81 years,10397
W92000004,Wales,1,Female,82,Aged 82 years,9982
W92000004,Wales,1,Female,83,Aged 83 years,9330
W92000004,Wales,1,Female,84,Aged 84 years,8752
W92000004,Wales,1,Female,85,Aged 85 years,7791
W92000004,Wales,1,Female,86,Aged 86 years,7009
W92000004,Wales,1,Female,87,Aged 87 years,6163
W92000004,Wales,1,Female,88,Aged 88 years,5668
W92000004,Wales,1,Female,89,Aged 89 years,4973
W92000004,Wales,1,Female,90,Aged 90 years and over,20199
W92000004,Wales,2,Male,0,Aged under 1 year,14578
W92000004,Wales,2,Male,1,Aged 1 year,15109
W92000004,Wales,2,Male,2,Aged 2 years,16080
W92000004,Wales,2,Male,3,Aged 3 years,16568
W92000004,Wales,2,Male,4,Aged 4 years,17047
W92000004,Wales,2,Male,5,Aged 5 years,17550
W92000004,Wales,2,Male,6,Aged 6 years,17567
W92000004,Wales,2,Male,7,Aged 7 years,17674
W92000004,Wales,2,Male,8,Aged 8 years,18428
W92000004,Wales,2,Male,9,Aged 9 years,18739
W92000004,Wales,2,Male,10,Aged 10 years,19126
W92000004,Wales,2,Male,11,Aged 11 years,18634
W92000004,Wales,2,Male,12,Aged 12 years,19140
W92000004,Wales,2,Male,13,Aged 13 years,18607
W92000004,Wales,2,Male,14,Aged 14 years,18243
W92000004,Wales,2,Male,15,Aged 15 years,17694
W92000004,Wales,2,Male,16,Aged 16 years,18298
W92000004,Wales,2,Male,17,Aged 17 years,17566
W92000004,Wales,2,Male,18,Aged 18 years,18021
W92000004,Wales,2,Male,19,Aged 19 years,19119
W92000004,Wales,2,Male,20,Aged 20 years,19181
W92000004,Wales,2,Male,21,Aged 21 years,19594
W92000004,Wales,2,Male,22,Aged 22 years,19450
W92000004,Wales,2,Male,23,Aged 23 years,18678
W92000004,Wales,2,Male,24,Aged 24 years,19006
W92000004,Wales,2,Male,25,Aged 25 years,18204
W92000004,Wales,2,Male,26,Aged 26 years,18105
W92000004,Wales,2,Male,27,Aged 27 years,18337
W92000004,Wales,2,Male,28,Aged 28 years,18525
W92000004,Wales,2,Male,29,Aged 29 years,18804
W92000004,Wales,2,Male,30,Aged 30 years,19533
W92000004,Wales,2,Male,31,Aged 31 years,18910
W92000004,Wales,2,Male,32,Aged 32 years,19112
W92000004,Wales,2,Male,33,Aged 33 years,18858
W92000004,Wales,2,Male,34,Aged 34 years,18983
W92000004,Wales,2,Male,35,Aged 35 years,18432
W92000004,Wales,2,Male,36,Aged 36 years,18394
W92000004,Wales,2,Male,37,Aged 37 years,17847
W92000004,Wales,2,Male,38,Aged 38 years,17885
W92000004,Wales,2,Male,39,Aged 39 years,17760
W92000004,Wales,2,Male,40,Aged 40 years,18260
W92000004,Wales,2,Male,41,Aged 41 years,18386
W92000004,Wales,2,Male,42,Aged 42 years,16929
W92000004,Wales,2,Male,43,Aged 43 years,15932
W92000004,Wales,2,Male,44,Aged 44 years,16361
W92000004,Wales,2,Male,45,Aged 45 years,16533
W92000004,Wales,2,Male,46,Aged 46 years,17371
W92000004,Wales,2,Male,47,Aged 47 years,17613
W92000004,Wales,2,Male,48,Aged 48 years,18929
W92000004,Wales,2,Male,49,Aged 49 years,20434
W92000004,Wales,2,Male,50,Aged 50 years,20803
W92000004,Wales,2,Male,51,Aged 51 years,20519
W92000004,Wales,2,Male,52,Aged 52 years,21271
W92000004,Wales,2,Male,53,Aged 53 years,20767
W92000004,Wales,2,Male,54,Aged 54 years,21344
W92000004,Wales,2,Male,55,Aged 55 years,21776
W92000004,Wales,2,Male,56,Aged 56 years,22366
W92000004,Wales,2,Male,57,Aged 57 years,21857
W92000004,Wales,2,Male,58,Aged 58 years,21572
W92000004,Wales,2,Male,59,Aged 59 years,21044
W92000004,Wales,2,Male,60,Aged 60 years,20516
W92000004,Wales,2,Male,61,Aged 61 years,19851
W92000004,Wales,2,Male,62,Aged 62 years,19723
W92000004,Wales,2,Male,63,Aged 63 years,19156
W92000004,Wales,2,Male,64,Aged 64 years,18378
W92000004,Wales,2,Male,65,Aged 65 years,17314
W92000004,Wales,2,Male,66,Aged 66 years,17329
W92000004,Wales,2,Male,67,Aged 67 years,17669
W92000004,Wales,2,Male,68,Aged 68 years,17181
W92000004,Wales,2,Male,69,Aged 69 years,16765
W92000004,Wales,2,Male,70,Aged 70 years,16802
W92000004,Wales,2,Male,71,Aged 71 years,17379
W92000004,Wales,2,Male,72,Aged 72 years,17356
W92000004,Wales,2,Male,73,Aged 73 years,18531
W92000004,Wales,2,Male,74,Aged 74 years,17675
W92000004,Wales,2,Male,75,Aged 75 years,13381
W92000004,Wales,2,Male,76,Aged 76 years,13885
W92000004,Wales,2,Male,77,Aged 77 years,12718
W92000004,Wales,2,Male,78,Aged 78 years,11715
W92000004,Wales,2,Male,79,Aged 79 years,9956
W92000004,Wales,2,Male,80,Aged 80 years,9125
W92000004,Wales,2,Male,81,Aged 81 years,8681
W92000004,Wales,2,Male,82,Aged 82 years,7958
W92000004,Wales,2,Male,83,Aged 83 years,7259
W92000004,Wales,2,Male,84,Aged 84 years,6476
W92000004,Wales,2,Male,85,Aged 85 years,5653
W92000004,Wales,2,Male,86,Aged 86 years,5027
W92000004,Wales,2,Male,87,Aged 87 years,4102
W92000004,Wales,2,Male,88,Aged 88 years,3569
W92000004,Wales,2,Male,89,Aged 89 years,2904
W92000004,Wales,2,Male,90,Aged 90 years and over,9518
