"Kod","Nazwa","stan na 31 grudnia,ogółem,ogółem,2013,[osoba]","stan na 31 grudnia,ogółem,ogółem,2014,[osoba]","stan na 31 grudnia,ogółem,ogółem,2015,[osoba]","stan na 31 grudnia,ogółem,ogółem,2016,[osoba]","stan na 31 grudnia,ogółem,ogółem,2017,[osoba]","stan na 31 grudnia,ogółem,ogółem,2018,[osoba]","stan na 31 grudnia,ogółem,ogółem,2019,[osoba]","stan na 31 grudnia,ogółem,ogółem,2020,[osoba]","stan na 31 grudnia,ogółem,ogółem,2021,[osoba]","stan na 31 grudnia,ogółem,ogółem,2022,[osoba]","stan na 31 grudnia,ogółem,ogółem,2023,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2013,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2014,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2015,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2016,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2017,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2018,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2019,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2020,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2021,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2022,[osoba]","stan na 31 grudnia,mężczyźni,ogółem,2023,[osoba]","stan na 31 grudnia,kobiety,ogółem,2013,[osoba]","stan na 31 grudnia,kobiety,ogółem,2014,[osoba]","stan na 31 grudnia,kobiety,ogółem,2015,[osoba]","stan na 31 grudnia,kobiety,ogółem,2016,[osoba]","stan na 31 grudnia,kobiety,ogółem,2017,[osoba]","stan na 31 grudnia,kobiety,ogółem,2018,[osoba]","stan na 31 grudnia,kobiety,ogółem,2019,[osoba]","stan na 31 grudnia,kobiety,ogółem,2020,[osoba]","stan na 31 grudnia,kobiety,ogółem,2021,[osoba]","stan na 31 grudnia,kobiety,ogółem,2022,[osoba]","stan na 31 grudnia,kobiety,ogółem,2023,[osoba]",
0000000,"POLSKA",38495659,38478602,38437239,38432992,38433558,38411148,38382576,38088564,37907704,,,18629535,18619809,18597991,18593166,18593175,18581886,18567052,18417162,18322917,,,19866124,19858793,19839248,19839826,19840383,19829262,19815524,19671402,19584787,,,
